,LEA,SCHNAME,PTAC5EM_PTQ,PTEBACC_PTQ,PTAC5EMFSM_PTQ,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ
2759,Lincolnshire (925),Queen Elizabeth's Grammar Alford - A Selective Academy,0.96,0.85,1.0,0.94,0.98
2760,Lincolnshire (925),"Queen Elizabeth's Grammar School, Horncastle",0.96,0.8,,0.89,0.93
2761,Lincolnshire (925),"The Queen Elizabeth's High School, Gainsborough",0.95,0.66,0.83,0.84,0.92
2762,Lincolnshire (925),St George's Academy,0.49,0.17,0.35,0.6,0.64
2763,Lincolnshire (925),"St Peter and St Paul, Catholic Voluntary Academy",0.34,0.18,0.24,0.65,0.39
2764,Lincolnshire (925),Sir John Gleed School,0.31,0.03,0.25,0.45,0.53
2765,Lincolnshire (925),Sir Robert Pattinson Academy,0.56,0.26,0.36,0.64,0.75
2766,Lincolnshire (925),"Sir William Robertson Academy, Welbourn",0.46,0.22,0.32,0.65,0.6
2767,Lincolnshire (925),Skegness Academy,0.24,0.02,0.22,0.48,0.44
2768,Lincolnshire (925),Skegness Grammar School,0.92,0.51,1.0,0.92,0.8
2769,Lincolnshire (925),Spalding Grammar School,0.88,0.55,0.5,0.8,0.93
2770,Lincolnshire (925),Spalding High School,0.96,0.65,1.0,0.92,0.93
2771,Lincolnshire (925),Stamford Queen Eleanor School,0.35,0.05,0.32,0.63,0.39
2772,Lincolnshire (925),The Thomas Cowley High School,0.53,0.02,0.3,0.65,0.62
2773,Lincolnshire (925),University Academy Holbeach,0.45,0.13,0.35,0.59,0.74
2774,Lincolnshire (925),Walton Girls' High School & Sixth Form,0.55,0.19,0.5,0.69,0.63
2775,Lincolnshire (925),The West Grantham Academy St Hugh's,0.17,0.07,0.19,0.27,0.36
2776,Lincolnshire (925),William Farr CofE Comprehensive School,0.68,0.38,0.4,0.65,0.86
2777,Lincolnshire (925),William Lovell Church of England School,0.35,0.03,0.3,0.49,0.46
2778,Norfolk (926),Acle Academy,0.5,0.23,0.13,0.68,0.47
2779,Norfolk (926),Alderman Peel High School,0.51,0.1,0.37,0.67,0.64
2780,Norfolk (926),Archbishop Sancroft High School,0.59,0.3,0.41,0.83,0.52
2781,Norfolk (926),Aylsham High School,0.65,0.33,0.36,0.81,0.69
2782,Norfolk (926),Broadland High School,0.69,0.42,0.48,0.82,0.81
2783,Norfolk (926),Caister High School,0.41,0.3,0.26,0.66,0.39
2784,Norfolk (926),City Academy Norwich,0.29,0.05,0.2,0.53,0.53
2785,Norfolk (926),City of Norwich School,0.65,0.33,0.38,0.78,0.74
2786,Norfolk (926),Cliff Park - Ormiston Academy,,,,,
2787,Norfolk (926),Cromer Academy Trust,0.57,0.19,0.38,0.77,0.7
2788,Norfolk (926),Dereham Neatherd High School,0.55,0.26,0.38,0.64,0.7
2789,Norfolk (926),Diss High School,0.68,0.32,0.45,0.85,0.76
2790,Norfolk (926),Downham Market Academy,0.46,0.16,0.18,0.77,0.55
2791,Norfolk (926),Fakenham Academy Norfolk,,,,,
2792,Norfolk (926),Flegg High School,0.58,0.24,0.32,0.72,0.62
2793,Norfolk (926),Framingham Earl High School,0.68,0.4,0.45,0.87,0.71
2794,Norfolk (926),Great Yarmouth (VA) High School,0.34,0.08,0.29,0.57,0.54
2795,Norfolk (926),Hellesdon High School,0.63,0.25,0.42,0.78,0.68
2796,Norfolk (926),Hethersett Academy,,,,,
2797,Norfolk (926),The Hewett School,0.44,0.15,0.27,0.64,0.66
2798,Norfolk (926),Hobart High School,0.59,0.3,0.39,0.65,0.76
2799,Norfolk (926),Iceni Academy,0.48,0.05,0.32,0.58,0.73
2800,Norfolk (926),King Edward VII School,0.33,0.07,0.11,0.45,0.5
2801,Norfolk (926),King's Lynn Academy,0.34,0.01,0.13,0.51,0.47
2802,Norfolk (926),Litcham School,0.61,0.4,0.31,0.7,0.81
2803,Norfolk (926),Long Stratton High School,0.59,0.32,0.24,0.76,0.67
2804,Norfolk (926),Lynn Grove High School,0.4,0.16,0.28,0.61,0.49
2805,Norfolk (926),Marshland High School,0.41,0.18,0.2,0.52,0.49
2806,Norfolk (926),Nicholas Hamond Academy,0.37,0.11,0.08,0.7,0.62
2807,Norfolk (926),North Walsham High School,0.48,0.33,0.38,0.62,0.58
2808,Norfolk (926),Northgate High School,0.59,0.14,0.41,0.83,0.66
2809,Norfolk (926),"Notre Dame High School, Norwich",0.67,0.32,0.43,0.81,0.79
2810,Norfolk (926),Old Buckenham High School,0.65,0.23,0.33,0.71,0.86
2811,Norfolk (926),The Open Academy,0.42,0.08,0.36,0.76,0.58
2812,Norfolk (926),Ormiston Venture Academy,0.43,0.09,0.3,0.9,0.65
2813,Norfolk (926),Ormiston Victory Academy,0.41,0.1,0.2,0.74,0.56
2814,Norfolk (926),Reepham High School and College,0.6,0.38,0.5,0.74,0.75
2815,Norfolk (926),St Clement's High School,0.5,0.03,0.39,0.66,0.58
2816,Norfolk (926),Sewell Park College,0.34,0.04,0.23,0.66,0.44
2817,Norfolk (926),Sheringham High School,0.77,0.51,0.5,0.97,0.77
2818,Norfolk (926),Smithdon High School,0.51,0.1,0.33,0.84,0.64
2819,Norfolk (926),Springwood High School,0.58,0.21,0.31,0.7,0.72
2820,Norfolk (926),Sprowston Community High School,0.47,0.12,0.28,0.51,0.62
2821,Norfolk (926),Stalham High School,0.52,0.15,0.35,0.76,0.66
2822,Norfolk (926),Taverham High School,0.61,0.2,0.3,0.71,0.8
2823,Norfolk (926),The Thetford Academy,0.49,0.04,0.35,0.82,0.61
2824,Norfolk (926),Thorpe St Andrew School and Sixth Form,0.62,0.28,0.33,0.71,0.69
2825,Norfolk (926),Wayland Academy Norfolk,0.47,0.14,0.39,0.7,0.6
2826,Norfolk (926),Wymondham College,0.72,0.44,0.71,0.84,0.84
2827,Norfolk (926),Wymondham High Academy Trust,0.63,0.41,0.29,0.67,0.8
2828,Northamptonshire (928),Abbeyfield School,0.4,0.17,0.3,0.73,0.52
2829,Northamptonshire (928),Bishop Stopford School,0.8,0.43,0.82,0.79,0.88
2830,Northamptonshire (928),Brooke Weston Academy,0.79,0.51,0.68,0.81,0.82
2831,Northamptonshire (928),Campion School,0.54,0.23,0.3,0.66,0.62
2832,Northamptonshire (928),Caroline Chisholm School,0.6,0.37,0.25,0.59,0.69
2833,Northamptonshire (928),Chenderit School,0.47,0.28,0.29,0.67,0.68
2834,Northamptonshire (928),Corby Business Academy,0.56,0.14,0.4,0.73,0.64
2835,Northamptonshire (928),Corby Technical School,,,,,
2836,Northamptonshire (928),Daventry UTC,,,,,
2837,Northamptonshire (928),DSLV E-ACT Academy,0.42,0.14,0.21,0.63,0.45
2838,Northamptonshire (928),The Duston School,0.49,0.09,0.25,0.68,0.74
2839,Northamptonshire (928),Elizabeth Woodville School,0.51,0.2,0.38,0.75,0.53
2840,Northamptonshire (928),The Ferrers School,0.52,0.38,0.34,0.59,0.62
2841,Northamptonshire (928),Guilsborough School,0.66,0.37,0.48,0.78,0.73
2842,Northamptonshire (928),Huxlow Science College,0.54,0.27,0.32,0.76,0.67
2843,Northamptonshire (928),Kettering Buccleuch Academy,0.42,0.18,0.08,0.8,0.47
2844,Northamptonshire (928),Kettering Science Academy,0.41,0.15,0.28,0.63,0.45
2845,Northamptonshire (928),Kingsthorpe College,0.5,0.14,0.29,0.63,0.67
2846,Northamptonshire (928),Kingswood Secondary Academy,0.35,0.12,0.21,0.58,0.41
2847,Northamptonshire (928),The Latimer Arts College,0.55,0.23,0.43,0.68,0.63
2848,Northamptonshire (928),Lodge Park Academy,0.45,0.1,0.29,0.67,0.48
2849,Northamptonshire (928),Magdalen College School,0.7,0.27,0.42,0.73,0.76
2850,Northamptonshire (928),Malcolm Arnold Academy,0.36,0.06,0.26,0.53,0.65
2851,Northamptonshire (928),Manor School Sports College,0.5,0.17,0.32,0.63,0.61
2852,Northamptonshire (928),Montsaye Academy,0.54,0.18,0.38,0.63,0.57
2853,Northamptonshire (928),Moulton School and Science College,0.63,0.3,0.36,0.73,0.73
2854,Northamptonshire (928),Northampton Academy,0.49,0.17,0.36,0.66,0.63
2855,Northamptonshire (928),Northampton School for Boys,0.75,0.47,0.6,0.74,0.9
2856,Northamptonshire (928),The Parker E-ACT Academy,0.47,0.19,0.23,0.67,0.49
2857,Northamptonshire (928),Prince William School,0.44,0.25,0.22,0.4,0.56
2858,Northamptonshire (928),Rushden Community College,0.4,0.14,0.2,0.48,0.46
2859,Northamptonshire (928),Silverstone UTC,,,,,
2860,Northamptonshire (928),Sir Christopher Hatton School,0.5,0.25,0.32,0.64,0.69
2861,Northamptonshire (928),Southfield School for Girls,0.72,0.45,0.48,0.69,0.78
2862,Northamptonshire (928),Sponne School,0.55,0.27,0.07,0.63,0.64
2863,Northamptonshire (928),Thomas Becket Catholic School,0.47,0.15,0.21,0.75,0.55
2864,Northamptonshire (928),Weavers Academy,0.32,0.1,0.09,0.5,0.5
2865,Northamptonshire (928),Weston Favell Academy,0.33,0.16,0.16,0.48,0.5
2866,Northamptonshire (928),Wollaston School,0.52,0.18,0.26,0.78,0.67
2867,Northamptonshire (928),Wrenn School,0.39,0.23,0.21,0.63,0.47
2868,Northumberland (929),Ashington High School Sports College,0.38,0.11,0.19,0.5,0.58
2869,Northumberland (929),Astley Community High School,0.51,0.03,0.23,0.66,0.66
2870,Northumberland (929),Bede Academy,0.51,0.3,0.33,0.66,0.73
2871,Northumberland (929),Bedlingtonshire Community High School,0.4,0.04,0.19,0.6,0.67
2872,Northumberland (929),Berwick Academy,0.43,0.14,0.32,0.57,0.66
2873,Northumberland (929),The Blyth Academy,,,,,
2874,Northumberland (929),Cramlington Learning Village,0.53,0.18,0.29,0.68,0.61
2875,Northumberland (929),The Duchess's Community High School,0.56,0.21,0.32,0.81,0.63
2876,Northumberland (929),Haydon Bridge Community High School and Sports College,0.54,0.12,0.38,0.55,0.67
2877,Northumberland (929),James Calvert Spence College - Acklington Road,0.45,0.07,0.35,0.58,0.66
2878,Northumberland (929),The King Edward VI School,0.71,0.35,0.44,0.81,0.84
2879,Northumberland (929),Northumberland CofE Academy,0.35,0.05,0.16,0.63,0.53
2880,Northumberland (929),Ponteland Community High School,0.71,0.39,0.52,0.69,0.79
2881,Northumberland (929),Prudhoe Community High School,0.6,0.25,0.5,0.65,0.7
2882,Northumberland (929),Queen Elizabeth High School,0.71,0.42,0.41,0.76,0.84
2883,Northumberland (929),St Benet Biscop Catholic Voluntary Aided High School,0.53,0.22,0.22,0.75,0.5
2884,Oxfordshire (931),Banbury Academy,0.52,0.15,0.3,0.72,0.63
2885,Oxfordshire (931),Bartholomew School,0.63,0.37,0.21,0.78,0.7
2886,Oxfordshire (931),Bicester Community College,0.4,0.03,0.12,0.69,0.48
2887,Oxfordshire (931),Blessed George Napier Catholic School and Sports College,0.51,0.24,0.33,0.7,0.6
2888,Oxfordshire (931),Burford School and Community College,0.69,0.27,0.55,0.79,0.83
2889,Oxfordshire (931),Carterton Community College,0.57,0.24,0.38,0.78,0.78
2890,Oxfordshire (931),Cheney School,0.59,0.34,0.36,0.73,0.74
2891,Oxfordshire (931),The Cherwell School,0.72,0.42,0.5,0.86,0.84
2892,Oxfordshire (931),Chiltern Edge Community School,0.62,0.32,0.35,0.74,0.81
2893,Oxfordshire (931),Chipping Norton School,0.53,0.28,0.18,0.61,0.67
2894,Oxfordshire (931),The Cooper School,0.6,0.2,0.31,0.71,0.69
2895,Oxfordshire (931),Didcot Girls' School,0.73,0.33,0.51,0.85,0.82
2896,Oxfordshire (931),Europa School Uk,,,,,
2897,Oxfordshire (931),Faringdon Community College,0.6,0.29,0.29,0.8,0.63
2898,Oxfordshire (931),Fitzharrys School,0.6,0.2,0.46,0.75,0.76
2899,Oxfordshire (931),Gillotts School,0.81,0.57,0.58,0.9,0.87
2900,Oxfordshire (931),Gosford Hill School,0.6,0.17,0.2,0.67,0.63
2901,Oxfordshire (931),The Henry Box School,0.65,0.27,0.38,0.79,0.81
2902,Oxfordshire (931),Heyford Park Free School,,,,,
2903,Oxfordshire (931),Icknield Community College,0.54,0.07,0.42,0.93,0.58
2904,Oxfordshire (931),John Mason School,0.5,0.26,0.32,0.62,0.63
2905,Oxfordshire (931),King Alfred's,0.66,0.28,0.37,0.86,0.69
2906,Oxfordshire (931),Langtree School,0.75,0.41,0.67,0.78,0.89
2907,Oxfordshire (931),Larkmead School,0.56,0.16,0.33,0.7,0.63
2908,Oxfordshire (931),Lord Williams's School,0.63,0.32,0.38,0.72,0.63
2909,Oxfordshire (931),The Marlborough Church of England School,0.64,0.35,0.3,0.73,0.69
2910,Oxfordshire (931),Matthew Arnold School,0.73,0.31,0.29,0.85,0.87
2911,Oxfordshire (931),North Oxfordshire Academy,0.5,0.2,0.31,0.78,0.69
2912,Oxfordshire (931),The Oxford Academy,0.28,0.04,0.17,0.58,0.55
2913,Oxfordshire (931),Oxford Spires Academy,0.58,0.23,0.4,0.8,0.65
2914,Oxfordshire (931),St Birinus School,0.61,0.17,0.4,0.73,0.68
2915,Oxfordshire (931),St Gregory the Great Catholic Secondary School,0.47,0.09,0.2,0.69,0.55
2916,Oxfordshire (931),Wallingford School,0.73,0.42,0.52,0.86,0.87
2917,Oxfordshire (931),The Warriner School,0.63,0.23,0.46,0.73,0.79
2918,Oxfordshire (931),Wheatley Park School,0.46,0.24,0.22,0.48,0.76
2919,Oxfordshire (931),Wood Green School,0.58,0.32,0.22,0.72,0.67
2920,Somerset (933),Ansford Academy Trust,0.54,0.32,0.21,0.76,0.58
2921,Somerset (933),Bishop Fox's School,0.66,0.17,0.31,0.88,0.65
2922,Somerset (933),The Blue School,0.65,0.18,0.38,0.78,0.77
2923,Somerset (933),Bridgwater College Academy,0.37,0.01,0.2,0.65,0.63
2924,Somerset (933),Brymore Academy,0.17,0.0,0.11,0.74,0.55
2925,Somerset (933),Bucklers Mead Academy,0.38,0.15,0.25,0.83,0.37
2926,Somerset (933),The Castle School,0.62,0.37,0.43,0.83,0.69
2927,Somerset (933),Chilton Trinity,0.5,0.06,0.23,0.75,0.53
2928,Somerset (933),Court Fields School,,,,,
2929,Somerset (933),Crispin School Academy,0.61,0.27,0.39,0.61,0.73
2930,Somerset (933),Frome Community College,0.52,0.21,0.31,0.75,0.57
2931,Somerset (933),Haygrove School,0.58,0.33,0.44,0.76,0.46
2932,Somerset (933),Heathfield Community School,0.66,0.23,0.5,0.8,0.8
2933,Somerset (933),Holyrood Academy,0.49,0.27,0.25,0.59,0.63
2934,Somerset (933),Huish Episcopi Academy,0.72,0.41,0.35,0.77,0.75
2935,Somerset (933),The King Alfred School,0.45,0.12,0.26,0.54,0.51
2936,Somerset (933),King Arthur's Community School,0.4,0.13,0.22,0.61,0.65
2937,Somerset (933),The Kings of Wessex Academy,0.7,0.35,0.44,0.74,0.77
2938,Somerset (933),Kingsmead Academy,0.49,0.31,0.22,0.61,0.59
2939,Somerset (933),Preston School Academy,0.65,0.12,0.3,0.71,0.79
2940,Somerset (933),Robert Blake Science College,0.44,0.13,0.29,0.63,0.6
2941,Somerset (933),St Dunstan's School,0.62,0.22,0.53,0.74,0.63
2942,Somerset (933),Sexey's School,0.76,0.32,,0.95,0.92
2943,Somerset (933),Stanchester Academy,0.52,0.1,0.29,0.68,0.6
2944,Somerset (933),Steiner Academy Frome,,,,,
2945,Somerset (933),The Taunton Academy,0.4,0.14,0.12,0.59,0.57
2946,Somerset (933),Wadham School,0.53,0.17,0.31,0.69,0.77
2947,Somerset (933),The West Somerset Community College,0.36,0.15,0.21,0.52,0.4
2948,Somerset (933),Westfield Community School,0.57,0.14,0.29,0.8,0.71
2949,Somerset (933),Whitstone,0.49,0.14,0.18,0.61,0.7
2950,Suffolk (935),Alde Valley School,0.43,0.15,0.21,0.73,0.5
2951,Suffolk (935),Beccles Free School,,,,,
2952,Suffolk (935),The Benjamin Britten High School,0.37,0.11,0.1,0.41,0.55
2953,Suffolk (935),Bungay High School,0.47,0.16,0.2,0.63,0.64
2954,Suffolk (935),Bury St Edmunds County Upper School,0.7,0.42,0.32,0.87,0.68
2955,Suffolk (935),Castle Manor Academy,0.36,0.04,0.38,0.72,0.42
2956,Suffolk (935),Claydon High School,0.64,0.21,0.5,0.9,0.78
2957,Suffolk (935),Copleston High School,0.53,0.28,0.31,0.62,0.62
2958,Suffolk (935),Debenham High School,0.7,0.39,0.57,0.84,0.76
2959,Suffolk (935),East Bergholt High School,0.62,0.37,0.35,0.75,0.7
2960,Suffolk (935),East Point Academy,0.32,0.0,0.18,0.73,0.54
2961,Suffolk (935),Farlingaye High School,0.69,0.31,0.37,0.77,0.82
2962,Suffolk (935),Felixstowe Academy,0.44,0.06,0.16,0.69,0.5
2963,Suffolk (935),Hadleigh High School,0.56,0.3,0.35,0.78,0.55
2964,Suffolk (935),Hartismere School,0.68,0.33,0.35,0.79,0.81
2965,Suffolk (935),Holbrook Academy,0.54,0.19,0.31,0.61,0.57
2966,Suffolk (935),IES Breckland,,,,,
2967,Suffolk (935),Ipswich Academy,0.18,0.02,0.1,0.35,0.3
2968,Suffolk (935),Kesgrave High School,0.55,0.19,0.28,0.63,0.6
2969,Suffolk (935),King Edward VI Church of England Voluntary Controlled Upper School,0.55,0.26,0.3,0.7,0.66
2970,Suffolk (935),Mildenhall College Academy,0.42,0.17,0.25,0.58,0.54
2971,Suffolk (935),Newmarket College,0.45,0.06,0.15,0.72,0.5
2972,Suffolk (935),Northgate High School,0.59,0.33,0.37,0.75,0.7
2973,Suffolk (935),Ormiston Denes Academy,0.28,0.06,0.12,0.57,0.52
2974,Suffolk (935),Ormiston Endeavour Academy,0.45,0.08,0.32,0.63,0.58
2975,Suffolk (935),Ormiston Sudbury Academy,0.41,0.08,0.15,0.59,0.53
2976,Suffolk (935),Pakefield School,,,,,
2977,Suffolk (935),St Alban's Catholic High School,0.55,0.24,0.39,0.71,0.54
2978,Suffolk (935),St Benedict's Catholic School,0.69,0.43,0.44,0.79,0.78
2979,Suffolk (935),Samuel Ward Academy,0.65,0.38,0.54,0.96,0.69
2980,Suffolk (935),Saxmundham Free School,,,,,
2981,Suffolk (935),Sir John Leman High School,0.6,0.16,0.43,0.78,0.69
2982,Suffolk (935),Stoke High School - Ormiston Academy,,,,,
2983,Suffolk (935),Stour Valley Community School,0.46,0.22,,0.65,0.74
2984,Suffolk (935),Stowmarket High School,0.54,0.11,0.31,0.72,0.67
2985,Suffolk (935),Stowupland High School,0.56,0.16,0.31,0.8,0.75
2986,Suffolk (935),Stradbroke High School,0.54,0.27,0.38,0.69,0.76
2987,Suffolk (935),Suffolk New Academy,0.24,0.11,0.18,0.44,0.3
2988,Suffolk (935),Thomas Gainsborough School,0.61,0.24,0.37,0.71,0.75
2989,Suffolk (935),Thomas Mills High School,0.7,0.46,0.42,0.87,0.75
2990,Suffolk (935),Thurston Community College,0.62,0.2,0.41,0.73,0.76
2991,Suffolk (935),Westbourne Academy,0.44,0.04,0.3,0.58,0.6
2992,Surrey (936),All Hallows Catholic School,0.78,0.55,0.65,0.89,0.85
2993,Surrey (936),Ash Manor School,0.46,0.14,0.2,0.57,0.53
2994,Surrey (936),The Ashcombe School,0.71,0.41,0.35,0.76,0.8
2995,Surrey (936),The Beacon School,0.6,0.09,0.46,0.85,0.68
2996,Surrey (936),The Bishop David Brown School,0.5,0.13,0.4,0.91,0.64
2997,Surrey (936),The Bishop Wand Church of England School,0.58,0.24,0.29,0.69,0.64
2998,Surrey (936),Blenheim High School,0.57,0.26,0.26,0.69,0.63
2999,Surrey (936),Broadwater School,0.44,0.16,0.26,0.84,0.6
3000,Surrey (936),"Christ's College, Guildford",0.6,0.35,0.53,0.7,0.73
3001,Surrey (936),Collingwood College,0.63,0.23,0.27,0.67,0.71
3002,Surrey (936),de Stafford School,0.53,0.1,0.5,0.81,0.63
3003,Surrey (936),Epsom and Ewell High School,0.67,0.38,0.59,0.91,0.85
3004,Surrey (936),Esher CofE High School,0.56,0.31,0.33,0.67,0.68
3005,Surrey (936),Farnham Heath End School,0.64,0.36,0.31,0.78,0.74
3006,Surrey (936),Fullbrook School,0.14,0.01,0.15,0.27,0.72
3007,Surrey (936),George Abbot School,0.81,0.44,0.64,0.83,0.86
3008,Surrey (936),Glebelands School,0.66,0.23,0.56,0.76,0.74
3009,Surrey (936),Glyn School,0.83,0.31,0.67,0.89,0.85
3010,Surrey (936),Gordon's School,0.85,0.64,0.88,0.88,0.88
3011,Surrey (936),Guildford County School,0.79,0.38,0.31,0.88,0.81
3012,Surrey (936),Heathside School,0.76,0.52,0.44,0.76,0.81
3013,Surrey (936),Hinchley Wood School,0.83,0.47,0.52,0.88,0.94
3014,Surrey (936),Howard of Effingham School,0.74,0.45,0.55,0.87,0.75
3015,Surrey (936),Jubilee High School,0.54,0.19,0.41,0.68,0.69
3016,Surrey (936),Kings College,0.22,0.08,0.06,0.71,0.25
3017,Surrey (936),Kings International College,0.49,0.08,0.37,0.73,0.65
3018,Surrey (936),The Magna Carta School,0.67,0.15,0.29,0.78,0.79
3019,Surrey (936),The Matthew Arnold School,0.42,0.14,0.22,0.45,0.55
3020,Surrey (936),Oakwood School,0.44,0.16,0.23,0.51,0.62
3021,Surrey (936),Oxted School,0.68,0.33,0.4,0.83,0.76
3022,Surrey (936),The Priory CofE Voluntary Aided School,0.53,0.29,0.22,0.76,0.54
3023,Surrey (936),Reigate School,0.62,0.3,0.41,0.77,0.74
3024,Surrey (936),Rodborough Technology College,0.63,0.37,0.39,0.73,0.75
3025,Surrey (936),Rosebery School,0.84,0.57,0.75,0.91,0.88
3026,Surrey (936),Royal Alexandra and Albert School,0.57,0.29,0.32,0.7,0.76
3027,Surrey (936),Rydens Enterprise School and Sixth Form College,0.45,0.25,0.32,0.72,0.51
3028,Surrey (936),St Andrew's Catholic School,0.82,0.21,0.53,0.93,0.91
3029,Surrey (936),St Bede's School,0.81,0.27,0.56,0.89,0.91
3030,Surrey (936),"St John the Baptist Catholic Comprehensive School, Woking",0.85,0.44,0.6,0.95,0.91
3031,Surrey (936),St Paul's Catholic College,0.71,0.37,0.5,0.88,0.87
3032,Surrey (936),St Peter's Catholic School,0.89,0.47,0.64,0.92,0.92
3033,Surrey (936),"Salesian School, Chertsey",0.8,0.47,0.67,0.81,0.8
3034,Surrey (936),Sunbury Manor School,0.55,0.19,0.45,0.73,0.69
3035,Surrey (936),Thamesmead School,0.74,0.41,0.38,0.75,0.82
3036,Surrey (936),Therfield School,0.59,0.3,0.33,0.85,0.67
3037,Surrey (936),Thomas Knyvett College,0.53,0.19,0.36,0.71,0.75
3038,Surrey (936),Tomlinscote School and Sixth Form College,0.72,0.38,0.47,0.81,0.83
3039,Surrey (936),Warlingham School,0.64,0.33,0.43,0.7,0.77
3040,Surrey (936),The Warwick School,0.45,0.13,0.33,0.66,0.57
3041,Surrey (936),Weydon School,0.88,0.46,0.56,0.94,0.87
3042,Surrey (936),The Winston Churchill School A Specialist Sports College,0.7,0.43,0.46,0.81,0.77
3043,Surrey (936),Woking High School,0.73,0.49,0.42,0.91,0.76
3044,Surrey (936),Woolmer Hill School,0.53,0.16,0.18,0.79,0.64
3045,Warwickshire (937),Alcester Academy,0.58,0.18,0.24,0.61,0.7
3046,Warwickshire (937),Alcester Grammar School,0.98,0.74,,0.95,0.97
3047,Warwickshire (937),Ash Green School,0.73,0.04,0.75,0.98,0.81
3048,Warwickshire (937),Ashlawn School,0.72,0.41,0.52,0.88,0.78
3049,Warwickshire (937),The Avon Valley School and Performing Arts College,0.42,0.08,0.33,0.69,0.52
3050,Warwickshire (937),Aylesford School and Sixth Form College,0.59,0.17,0.39,0.72,0.76
3051,Warwickshire (937),Bilton School,0.51,0.15,0.39,0.7,0.57
3052,Warwickshire (937),Campion School,0.58,0.15,0.48,0.95,0.62
3053,Warwickshire (937),The Coleshill School,0.56,0.08,0.35,0.75,0.53
3054,Warwickshire (937),Etone College,0.46,0.21,0.07,0.7,0.48
3055,Warwickshire (937),The George Eliot School,0.48,0.25,0.3,0.6,0.55
3056,Warwickshire (937),Harris CofE Academy,,,,,
3057,Warwickshire (937),Hartshill School,0.56,0.18,0.45,0.75,0.59
3058,Warwickshire (937),Henley In Arden School,0.61,0.36,0.36,0.8,0.53
3059,Warwickshire (937),"Higham Lane School, A Business & Enterprise College",0.86,0.43,0.76,0.87,0.84
